"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4032","should not login when password provided is incorrect for an existing user","signup","Mon Jan 19 00:16:44 UTC 2026","passed","Mon Jan 19 00:16:48 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1575","should not submit form and show inline errors when mandatory fields are empty","signup","Mon Jan 19 00:16:21 UTC 2026","passed","Mon Jan 19 00:16:22 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4054","should redirect to login page when clicking the login link","signup","Mon Jan 19 00:16:28 UTC 2026","passed","Mon Jan 19 00:16:32 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1","should show inline error when phone number and country selection are different","signup","Mon Jan 19 00:16:23 UTC 2026","skipped","Mon Jan 19 00:16:23 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1429","should show password does not match requirements inline error","signup","Mon Jan 19 00:16:34 UTC 2026","passed","Mon Jan 19 00:16:36 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1749","should show password below minimum length inline error","signup","Mon Jan 19 00:16:28 UTC 2026","passed","Mon Jan 19 00:16:29 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2833","should signup link have correct href","signup","Mon Jan 19 00:16:41 UTC 2026","passed","Mon Jan 19 00:16:44 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1772","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Mon Jan 19 00:16:25 UTC 2026","passed","Mon Jan 19 00:16:27 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1","should have correct link for privacy policy","signup","Mon Jan 19 00:16:34 UTC 2026","skipped","Mon Jan 19 00:16:34 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1838","should show password mismatch inline error","signup","Mon Jan 19 00:16:26 UTC 2026","passed","Mon Jan 19 00:16:28 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1515","should switch language when clicking the language toggle","signup","Mon Jan 19 00:16:27 UTC 2026","passed","Mon Jan 19 00:16:28 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1923","should show password above maximum length inline error","signup","Mon Jan 19 00:16:29 UTC 2026","passed","Mon Jan 19 00:16:31 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","180","consent","accept-consent","Mon Jan 19 00:16:23 UTC 2026","passed","Mon Jan 19 00:16:24 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","1822","should show invalid email address inline error","signup","Mon Jan 19 00:16:24 UTC 2026","passed","Mon Jan 19 00:16:26 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4763","should allow user to reset password","signup","Mon Jan 19 00:16:37 UTC 2026","passed","Mon Jan 19 00:16:41 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2965","should show inline errors when empty fields are submitted","signup","Mon Jan 19 00:16:34 UTC 2026","passed","Mon Jan 19 00:16:37 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1242","should have correct link for terms of service","signup","Mon Jan 19 00:16:32 UTC 2026","passed","Mon Jan 19 00:16:34 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1206","should not show consent to a user that already accepted it","signup","Mon Jan 19 00:16:24 UTC 2026","passed","Mon Jan 19 00:16:25 UTC 2026","Consent Page - EN > Returning User","tests/consent.spec.ts","",""
"","1798","should display toast error when signup using email from existing user","signup","Mon Jan 19 00:16:34 UTC 2026","passed","Mon Jan 19 00:16:35 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","5765","should create account when valid inputs are provided","signup","Mon Jan 19 00:16:44 UTC 2026","passed","Mon Jan 19 00:16:50 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1","should show consent on first visit","signup","Mon Jan 19 00:16:24 UTC 2026","skipped","Mon Jan 19 00:16:24 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","6904","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Mon Jan 19 00:16:37 UTC 2026","passed","Mon Jan 19 00:16:44 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
