"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7764","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Mon Jan 19 22:48:47 UTC 2026","passed","Mon Jan 19 22:48:54 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","0","should show inline error when phone number and country selection are different","signup","Mon Jan 19 22:48:37 UTC 2026","skipped","Mon Jan 19 22:48:37 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2248","should switch language when clicking the language toggle","signup","Mon Jan 19 22:48:33 UTC 2026","passed","Mon Jan 19 22:48:36 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","4852","should redirect to login page when clicking the login link","signup","Mon Jan 19 22:48:36 UTC 2026","passed","Mon Jan 19 22:48:41 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1001","should not show consent to a user that already accepted it","signup","Mon Jan 19 22:48:37 UTC 2026","passed","Mon Jan 19 22:48:38 UTC 2026","Consent Page - EN > Returning User","tests/consent.spec.ts","",""
"","0","should show invalid email inline error when email does not have characters after @","signup","Mon Jan 19 22:48:43 UTC 2026","skipped","Mon Jan 19 22:48:43 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2264","should not submit form and show inline errors when mandatory fields are empty","signup","Mon Jan 19 22:48:35 UTC 2026","passed","Mon Jan 19 22:48:37 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1977","should display toast error when signup using email from existing user","signup","Mon Jan 19 22:48:42 UTC 2026","passed","Mon Jan 19 22:48:44 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","6740","should create account when valid inputs are provided","signup","Mon Jan 19 22:48:54 UTC 2026","passed","Mon Jan 19 22:49:01 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","4449","should not login when invalid username is provided","signup","Mon Jan 19 22:48:38 UTC 2026","passed","Mon Jan 19 22:48:43 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1","should show consent on first visit","signup","Mon Jan 19 22:48:36 UTC 2026","skipped","Mon Jan 19 22:48:36 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","1859","should show password does not match requirements inline error","signup","Mon Jan 19 22:48:53 UTC 2026","passed","Mon Jan 19 22:48:54 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","183","consent","accept-consent","Mon Jan 19 22:48:35 UTC 2026","passed","Mon Jan 19 22:48:35 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","2742","should signup link have correct href","signup","Mon Jan 19 22:48:53 UTC 2026","passed","Mon Jan 19 22:48:56 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2387","should show password above maximum length inline error","signup","Mon Jan 19 22:48:46 UTC 2026","passed","Mon Jan 19 22:48:49 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2411","should show invalid email address inline error","signup","Mon Jan 19 22:48:39 UTC 2026","passed","Mon Jan 19 22:48:42 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
