"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1663","should not show password minimum chars length inline error","signup","Sun Jan 18 22:17:20 UTC 2026","passed","Sun Jan 18 22:17:21 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1695","should not allow signup with malicious strings","signup","Sun Jan 18 22:17:14 UTC 2026","passed","Sun Jan 18 22:17:15 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1711","should not submit form and show inline errors when mandatory fields are empty","signup","Sun Jan 18 22:17:09 UTC 2026","passed","Sun Jan 18 22:17:11 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1631","should show password above maximum length inline error","signup","Sun Jan 18 22:17:18 UTC 2026","passed","Sun Jan 18 22:17:20 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","10486","should block user after multiple failed login attempts","signup","Sun Jan 18 22:17:26 UTC 2026","passed","Sun Jan 18 22:17:36 UTC 2026","Account Security - EN","tests/login.spec.ts","",""
"","1576","should show password does not match requirements inline error","signup","Sun Jan 18 22:17:23 UTC 2026","passed","Sun Jan 18 22:17:24 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","185","consent","accept-consent","Sun Jan 18 22:17:08 UTC 2026","passed","Sun Jan 18 22:17:08 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","6820","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Sun Jan 18 22:17:15 UTC 2026","passed","Sun Jan 18 22:17:22 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1806","should show invalid email address inline error","signup","Sun Jan 18 22:17:12 UTC 2026","passed","Sun Jan 18 22:17:14 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4473","should not login when password provided is incorrect for an existing user","signup","Sun Jan 18 22:17:21 UTC 2026","passed","Sun Jan 18 22:17:26 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1650","should show invalid phone number inline error","signup","Sun Jan 18 22:17:11 UTC 2026","passed","Sun Jan 18 22:17:12 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1929","should show password below minimum length inline error","signup","Sun Jan 18 22:17:16 UTC 2026","passed","Sun Jan 18 22:17:18 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3891","should redirect to login page when clicking the login link","signup","Sun Jan 18 22:17:07 UTC 2026","passed","Sun Jan 18 22:17:11 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1760","should show password mismatch inline error","signup","Sun Jan 18 22:17:14 UTC 2026","passed","Sun Jan 18 22:17:16 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","5657","should create account when valid inputs are provided","signup","Sun Jan 18 22:17:22 UTC 2026","passed","Sun Jan 18 22:17:28 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","0","should show invalid email inline error when invalid email is provided","signup","Sun Jan 18 22:17:06 UTC 2026","skipped","Sun Jan 18 22:17:06 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","0","should show consent on first visit","signup","Sun Jan 18 22:16:58 UTC 2026","skipped","Sun Jan 18 22:16:58 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","3500","should show invalid email inline error when invalid email format is provided","signup","Sun Jan 18 22:17:06 UTC 2026","passed","Sun Jan 18 22:17:09 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2997","should signup link have correct href","signup","Sun Jan 18 22:17:18 UTC 2026","passed","Sun Jan 18 22:17:21 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","5425","should allow user to reset password","signup","Sun Jan 18 22:17:13 UTC 2026","passed","Sun Jan 18 22:17:18 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1501","should not show consent to a user that already accepted it","signup","Sun Jan 18 22:16:59 UTC 2026","passed","Sun Jan 18 22:17:00 UTC 2026","Consent Page - EN > Returning User","tests/consent.spec.ts","",""
"","1201","should have correct link for terms of service","signup","Sun Jan 18 22:17:11 UTC 2026","passed","Sun Jan 18 22:17:12 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1456","should switch language when clicking the language toggle","signup","Sun Jan 18 22:17:05 UTC 2026","passed","Sun Jan 18 22:17:07 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1","should not allow account creation for non-Canadian phone numbers","signup","Sun Jan 18 22:17:28 UTC 2026","skipped","Sun Jan 18 22:17:28 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","0","should have correct link for privacy policy","signup","Sun Jan 18 22:17:12 UTC 2026","skipped","Sun Jan 18 22:17:12 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","5024","should not login when invalid username is provided","signup","Sun Jan 18 22:17:01 UTC 2026","passed","Sun Jan 18 22:17:06 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1471","should not show password maximum chars length inline error","signup","Sun Jan 18 22:17:21 UTC 2026","passed","Sun Jan 18 22:17:23 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2134","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Sun Jan 18 22:17:03 UTC 2026","passed","Sun Jan 18 22:17:05 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1716","should display toast error when signup using email from existing user","signup","Sun Jan 18 22:17:12 UTC 2026","passed","Sun Jan 18 22:17:14 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1","should show inline error when phone number and country selection are different","signup","Sun Jan 18 22:17:11 UTC 2026","skipped","Sun Jan 18 22:17:11 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3359","should show inline errors when empty fields are submitted","signup","Sun Jan 18 22:17:09 UTC 2026","passed","Sun Jan 18 22:17:13 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
