"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1418","should not show password maximum chars length inline error","signup","Tue Jan 20 06:35:56 UTC 2026","passed","Tue Jan 20 06:35:57 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3247","should show inline errors when empty fields are submitted","signup","Tue Jan 20 06:36:05 UTC 2026","passed","Tue Jan 20 06:36:08 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1803","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Tue Jan 20 06:35:51 UTC 2026","passed","Tue Jan 20 06:35:53 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2315","should not allow signup with malicious strings","signup","Tue Jan 20 06:36:04 UTC 2026","passed","Tue Jan 20 06:36:06 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","4267","should not login when password provided is incorrect for an existing user","signup","Tue Jan 20 06:36:17 UTC 2026","passed","Tue Jan 20 06:36:21 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1364","should show password below minimum length inline error","signup","Tue Jan 20 06:35:51 UTC 2026","passed","Tue Jan 20 06:35:53 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1548","should show invalid phone number inline error","signup","Tue Jan 20 06:35:46 UTC 2026","passed","Tue Jan 20 06:35:48 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4535","should not login when invalid username is provided","signup","Tue Jan 20 06:35:57 UTC 2026","passed","Tue Jan 20 06:36:01 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","177","consent","accept-consent","Tue Jan 20 06:35:50 UTC 2026","passed","Tue Jan 20 06:35:50 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","5298","should allow user to reset password","signup","Tue Jan 20 06:36:08 UTC 2026","passed","Tue Jan 20 06:36:13 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","10781","should block user after multiple failed login attempts","signup","Tue Jan 20 06:36:21 UTC 2026","passed","Tue Jan 20 06:36:32 UTC 2026","Account Security - EN","tests/login.spec.ts","",""
"","1657","should show invalid email address inline error","signup","Tue Jan 20 06:35:48 UTC 2026","passed","Tue Jan 20 06:35:50 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1","should show inline error when phone number and country selection are different","signup","Tue Jan 20 06:35:46 UTC 2026","skipped","Tue Jan 20 06:35:46 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3442","should signup link have correct href","signup","Tue Jan 20 06:36:13 UTC 2026","passed","Tue Jan 20 06:36:17 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","4893","should redirect to login page when clicking the login link","signup","Tue Jan 20 06:35:55 UTC 2026","passed","Tue Jan 20 06:36:00 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","2032","should display toast error when signup using email from existing user","signup","Tue Jan 20 06:36:02 UTC 2026","passed","Tue Jan 20 06:36:04 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","7569","should create account when valid inputs are provided","signup","Tue Jan 20 06:36:45 UTC 2026","passed","Tue Jan 20 06:36:53 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1539","should show password above maximum length inline error","signup","Tue Jan 20 06:35:53 UTC 2026","passed","Tue Jan 20 06:35:54 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
