"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1651","should show invalid email address inline error","signup","Sun Jan 18 21:52:17 UTC 2026","passed","Sun Jan 18 21:52:19 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","6995","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Sun Jan 18 21:52:27 UTC 2026","passed","Sun Jan 18 21:52:34 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","3110","should show inline errors when empty fields are submitted","signup","Sun Jan 18 21:52:27 UTC 2026","passed","Sun Jan 18 21:52:31 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","189","consent","accept-consent","Sun Jan 18 21:52:16 UTC 2026","passed","Sun Jan 18 21:52:16 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","6146","should create account when valid inputs are provided","signup","Sun Jan 18 21:52:34 UTC 2026","passed","Sun Jan 18 21:52:40 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1481","should show password does not match requirements inline error","signup","Sun Jan 18 21:52:27 UTC 2026","passed","Sun Jan 18 21:52:28 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1705","should not allow signup with malicious strings","signup","Sun Jan 18 21:52:26 UTC 2026","passed","Sun Jan 18 21:52:27 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1350","should not show password minimum chars length inline error","signup","Sun Jan 18 21:52:24 UTC 2026","passed","Sun Jan 18 21:52:25 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1763","should show password above maximum length inline error","signup","Sun Jan 18 21:52:22 UTC 2026","passed","Sun Jan 18 21:52:24 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1731","should show password mismatch inline error","signup","Sun Jan 18 21:52:19 UTC 2026","passed","Sun Jan 18 21:52:20 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","10171","should block user after multiple failed login attempts","signup","Sun Jan 18 21:52:43 UTC 2026","passed","Sun Jan 18 21:52:53 UTC 2026","Account Security - EN","tests/login.spec.ts","",""
"","1525","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Sun Jan 18 21:52:15 UTC 2026","passed","Sun Jan 18 21:52:17 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4070","should redirect to login page when clicking the login link","signup","Sun Jan 18 21:52:18 UTC 2026","passed","Sun Jan 18 21:52:22 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1341","should have correct link for terms of service","signup","Sun Jan 18 21:52:22 UTC 2026","passed","Sun Jan 18 21:52:24 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","0","should have correct link for privacy policy","signup","Sun Jan 18 21:52:24 UTC 2026","skipped","Sun Jan 18 21:52:24 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","4975","should not login when invalid username is provided","signup","Sun Jan 18 21:52:19 UTC 2026","passed","Sun Jan 18 21:52:24 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","0","should show consent on first visit","signup","Sun Jan 18 21:52:17 UTC 2026","skipped","Sun Jan 18 21:52:17 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","1398","should not show password maximum chars length inline error","signup","Sun Jan 18 21:52:25 UTC 2026","passed","Sun Jan 18 21:52:27 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3298","should show invalid email inline error when invalid email format is provided","signup","Sun Jan 18 21:52:24 UTC 2026","passed","Sun Jan 18 21:52:27 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1827","should display toast error when signup using email from existing user","signup","Sun Jan 18 21:52:24 UTC 2026","passed","Sun Jan 18 21:52:26 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","5303","should allow user to reset password","signup","Sun Jan 18 21:52:31 UTC 2026","passed","Sun Jan 18 21:52:36 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","0","should show inline error when phone number and country selection are different","signup","Sun Jan 18 21:52:16 UTC 2026","skipped","Sun Jan 18 21:52:16 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4377","should not login when password provided is incorrect for an existing user","signup","Sun Jan 18 21:52:39 UTC 2026","passed","Sun Jan 18 21:52:43 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1","should not allow account creation for non-Canadian phone numbers","signup","Sun Jan 18 21:52:40 UTC 2026","skipped","Sun Jan 18 21:52:40 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1288","should switch language when clicking the language toggle","signup","Sun Jan 18 21:52:17 UTC 2026","passed","Sun Jan 18 21:52:18 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
