"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1313","should show password does not match requirements inline error","signup","Tue Jan 20 16:06:06 UTC 2026","passed","Tue Jan 20 16:06:07 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","6385","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Tue Jan 20 16:06:07 UTC 2026","passed","Tue Jan 20 16:06:13 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1815","should switch language when clicking the language toggle","signup","Tue Jan 20 16:05:55 UTC 2026","passed","Tue Jan 20 16:05:56 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","4205","should not login when password provided is incorrect for an existing user","signup","Tue Jan 20 16:06:21 UTC 2026","passed","Tue Jan 20 16:06:25 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","3323","should show inline errors when empty fields are submitted","signup","Tue Jan 20 16:06:08 UTC 2026","passed","Tue Jan 20 16:06:12 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1","should show consent on first visit","signup","Tue Jan 20 16:05:50 UTC 2026","skipped","Tue Jan 20 16:05:50 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","6922","should allow user to login when valid credentials are provided","signup","Tue Jan 20 16:05:53 UTC 2026","passed","Tue Jan 20 16:06:00 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1920","should show password above maximum length inline error","signup","Tue Jan 20 16:06:01 UTC 2026","passed","Tue Jan 20 16:06:03 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1640","should not show consent to a user that already accepted it","signup","Tue Jan 20 16:05:51 UTC 2026","passed","Tue Jan 20 16:05:52 UTC 2026","Consent Page - EN > Returning User","tests/consent.spec.ts","",""
"","3354","should signup link have correct href","signup","Tue Jan 20 16:06:17 UTC 2026","passed","Tue Jan 20 16:06:21 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1675","should not show password minimum chars length inline error","signup","Tue Jan 20 16:06:03 UTC 2026","passed","Tue Jan 20 16:06:04 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1618","should have correct link for terms of service","signup","Tue Jan 20 16:06:01 UTC 2026","passed","Tue Jan 20 16:06:03 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","5054","should not login when invalid username is provided","signup","Tue Jan 20 16:06:00 UTC 2026","passed","Tue Jan 20 16:06:05 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2162","should not submit form and show inline errors when mandatory fields are empty","signup","Tue Jan 20 16:05:51 UTC 2026","passed","Tue Jan 20 16:05:53 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
