"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1569","should show invalid phone number inline error","signup","Tue Jan 20 02:05:52 UTC 2026","passed","Tue Jan 20 02:05:54 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1417","should show password does not match requirements inline error","signup","Tue Jan 20 02:06:03 UTC 2026","passed","Tue Jan 20 02:06:05 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4192","should signup link have correct href","signup","Tue Jan 20 02:06:09 UTC 2026","passed","Tue Jan 20 02:06:13 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1599","should show password below minimum length inline error","signup","Tue Jan 20 02:05:57 UTC 2026","passed","Tue Jan 20 02:05:59 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2673","should switch language when clicking the language toggle","signup","Tue Jan 20 02:06:01 UTC 2026","passed","Tue Jan 20 02:06:04 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","3668","should show inline errors when empty fields are submitted","signup","Tue Jan 20 02:05:59 UTC 2026","passed","Tue Jan 20 02:06:03 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","5722","should not login when invalid username is provided","signup","Tue Jan 20 02:05:50 UTC 2026","passed","Tue Jan 20 02:05:56 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","5856","should allow user to reset password","signup","Tue Jan 20 02:06:03 UTC 2026","passed","Tue Jan 20 02:06:09 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1622","should show password above maximum length inline error","signup","Tue Jan 20 02:05:59 UTC 2026","passed","Tue Jan 20 02:06:01 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","0","should show invalid email inline error when email does not have characters after @","signup","Tue Jan 20 02:05:56 UTC 2026","skipped","Tue Jan 20 02:05:56 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","3637","should show invalid email inline error when invalid email format is provided","signup","Tue Jan 20 02:05:56 UTC 2026","passed","Tue Jan 20 02:05:59 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1628","should show invalid email address inline error","signup","Tue Jan 20 02:05:54 UTC 2026","passed","Tue Jan 20 02:05:56 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","7240","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Tue Jan 20 02:06:15 UTC 2026","passed","Tue Jan 20 02:06:22 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","2099","should display toast error when signup using email from existing user","signup","Tue Jan 20 02:06:10 UTC 2026","passed","Tue Jan 20 02:06:13 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","4811","should not login when password provided is incorrect for an existing user","signup","Tue Jan 20 02:06:13 UTC 2026","passed","Tue Jan 20 02:06:18 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1394","should not show password maximum chars length inline error","signup","Tue Jan 20 02:06:02 UTC 2026","passed","Tue Jan 20 02:06:03 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2472","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Tue Jan 20 02:05:56 UTC 2026","passed","Tue Jan 20 02:05:58 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1806","should have correct link for terms of service","signup","Tue Jan 20 02:06:09 UTC 2026","passed","Tue Jan 20 02:06:10 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1755","should not submit form and show inline errors when mandatory fields are empty","signup","Tue Jan 20 02:05:51 UTC 2026","passed","Tue Jan 20 02:05:52 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","0","should show consent on first visit","signup","Tue Jan 20 02:05:48 UTC 2026","skipped","Tue Jan 20 02:05:48 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
