"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1532","should show password below minimum length inline error","signup","Tue Jan 20 16:29:56 UTC 2026","passed","Tue Jan 20 16:29:57 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4012","should redirect to login page when clicking the login link","signup","Tue Jan 20 16:29:47 UTC 2026","passed","Tue Jan 20 16:29:51 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","11209","should block user after multiple failed login attempts","signup","Tue Jan 20 16:30:15 UTC 2026","passed","Tue Jan 20 16:30:27 UTC 2026","Account Security - EN","tests/login.spec.ts","",""
"","1544","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Tue Jan 20 16:29:43 UTC 2026","passed","Tue Jan 20 16:29:44 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1536","should not show consent to a user that already accepted it","signup","Tue Jan 20 16:29:42 UTC 2026","passed","Tue Jan 20 16:29:44 UTC 2026","Consent Page - EN > Returning User","tests/consent.spec.ts","",""
"","4842","should not login when invalid username is provided","signup","Tue Jan 20 16:29:51 UTC 2026","passed","Tue Jan 20 16:29:56 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2010","should not show password minimum chars length inline error","signup","Tue Jan 20 16:29:59 UTC 2026","passed","Tue Jan 20 16:30:01 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3700","should show invalid email inline error when invalid email format is provided","signup","Tue Jan 20 16:29:56 UTC 2026","passed","Tue Jan 20 16:30:00 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1785","should show password mismatch inline error","signup","Tue Jan 20 16:29:54 UTC 2026","passed","Tue Jan 20 16:29:56 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2411","should switch language when clicking the language toggle","signup","Tue Jan 20 16:29:44 UTC 2026","passed","Tue Jan 20 16:29:47 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","3278","should show inline errors when empty fields are submitted","signup","Tue Jan 20 16:30:00 UTC 2026","passed","Tue Jan 20 16:30:03 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1","should have correct link for privacy policy","signup","Tue Jan 20 16:29:52 UTC 2026","skipped","Tue Jan 20 16:29:52 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1581","should show password does not match requirements inline error","signup","Tue Jan 20 16:30:03 UTC 2026","passed","Tue Jan 20 16:30:04 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1752","should not allow signup with malicious strings","signup","Tue Jan 20 16:29:54 UTC 2026","passed","Tue Jan 20 16:29:56 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","2189","should not submit form and show inline errors when mandatory fields are empty","signup","Tue Jan 20 16:29:47 UTC 2026","passed","Tue Jan 20 16:29:50 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
