"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3190","should signup link have correct href","signup","Tue Jan 20 02:52:19 UTC 2026","passed","Tue Jan 20 02:52:22 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","3087","should show inline errors when empty fields are submitted","signup","Tue Jan 20 02:52:11 UTC 2026","passed","Tue Jan 20 02:52:14 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1797","should not allow signup with malicious strings","signup","Tue Jan 20 02:52:18 UTC 2026","passed","Tue Jan 20 02:52:20 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1862","should show password does not match requirements inline error","signup","Tue Jan 20 02:52:19 UTC 2026","passed","Tue Jan 20 02:52:21 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","0","should show consent on first visit","signup","Tue Jan 20 02:52:01 UTC 2026","skipped","Tue Jan 20 02:52:01 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","213","consent","accept-consent","Tue Jan 20 02:52:06 UTC 2026","passed","Tue Jan 20 02:52:06 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","2074","should show password mismatch inline error","signup","Tue Jan 20 02:52:10 UTC 2026","passed","Tue Jan 20 02:52:12 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","6091","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Tue Jan 20 02:52:20 UTC 2026","passed","Tue Jan 20 02:52:26 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1","should have correct link for privacy policy","signup","Tue Jan 20 02:52:16 UTC 2026","skipped","Tue Jan 20 02:52:16 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","4065","should not login when password provided is incorrect for an existing user","signup","Tue Jan 20 02:52:22 UTC 2026","passed","Tue Jan 20 02:52:26 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1533","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Tue Jan 20 02:52:07 UTC 2026","passed","Tue Jan 20 02:52:09 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3922","should redirect to login page when clicking the login link","signup","Tue Jan 20 02:52:11 UTC 2026","passed","Tue Jan 20 02:52:15 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1482","should not show password maximum chars length inline error","signup","Tue Jan 20 02:52:17 UTC 2026","passed","Tue Jan 20 02:52:19 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","2224","should not submit form and show inline errors when mandatory fields are empty","signup","Tue Jan 20 02:52:04 UTC 2026","passed","Tue Jan 20 02:52:07 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4759","should allow user to reset password","signup","Tue Jan 20 02:52:14 UTC 2026","passed","Tue Jan 20 02:52:19 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1642","should switch language when clicking the language toggle","signup","Tue Jan 20 02:52:09 UTC 2026","passed","Tue Jan 20 02:52:11 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1723","should show password below minimum length inline error","signup","Tue Jan 20 02:52:12 UTC 2026","passed","Tue Jan 20 02:52:14 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","0","should show inline error when phone number and country selection are different","signup","Tue Jan 20 02:52:07 UTC 2026","skipped","Tue Jan 20 02:52:07 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3253","should show invalid email inline error when invalid email format is provided","signup","Tue Jan 20 02:52:08 UTC 2026","passed","Tue Jan 20 02:52:11 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2036","should display toast error when signup using email from existing user","signup","Tue Jan 20 02:52:16 UTC 2026","passed","Tue Jan 20 02:52:18 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1764","should show invalid phone number inline error","signup","Tue Jan 20 02:52:07 UTC 2026","passed","Tue Jan 20 02:52:08 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","10030","should block user after multiple failed login attempts","signup","Tue Jan 20 02:52:26 UTC 2026","passed","Tue Jan 20 02:52:36 UTC 2026","Account Security - EN","tests/login.spec.ts","",""
"","1","should show invalid email inline error when email does not have characters after @","signup","Tue Jan 20 02:52:08 UTC 2026","skipped","Tue Jan 20 02:52:08 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
