"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2066","should display toast error when signup using email from existing user","signup","Tue Jan 20 05:16:43 UTC 2026","passed","Tue Jan 20 05:16:46 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","11201","should block user after multiple failed login attempts","signup","Tue Jan 20 05:16:57 UTC 2026","passed","Tue Jan 20 05:17:08 UTC 2026","Account Security - EN","tests/login.spec.ts","",""
"","2007","should not show error when password contains special chars(?!#_- ) but meets all requirements","signup","Tue Jan 20 05:16:33 UTC 2026","passed","Tue Jan 20 05:16:35 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","3183","should signup link have correct href","signup","Tue Jan 20 05:16:50 UTC 2026","passed","Tue Jan 20 05:16:53 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","2218","should not allow signup with malicious strings","signup","Tue Jan 20 05:16:46 UTC 2026","passed","Tue Jan 20 05:16:48 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","5357","should allow user to reset password","signup","Tue Jan 20 05:16:44 UTC 2026","passed","Tue Jan 20 05:16:50 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1522","should not show password minimum chars length inline error","signup","Tue Jan 20 05:16:38 UTC 2026","passed","Tue Jan 20 05:16:39 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","7576","should create account when valid inputs are provided and phone number is not from region of purchase","signup","Tue Jan 20 05:16:48 UTC 2026","passed","Tue Jan 20 05:16:55 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1517","should show password below minimum length inline error","signup","Tue Jan 20 05:16:35 UTC 2026","passed","Tue Jan 20 05:16:36 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","0","should have correct link for privacy policy","signup","Tue Jan 20 05:16:43 UTC 2026","skipped","Tue Jan 20 05:16:43 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","2183","should switch language when clicking the language toggle","signup","Tue Jan 20 05:16:35 UTC 2026","passed","Tue Jan 20 05:16:37 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","1748","should not submit form and show inline errors when mandatory fields are empty","signup","Tue Jan 20 05:16:28 UTC 2026","passed","Tue Jan 20 05:16:30 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","5297","should not login when invalid username is provided","signup","Tue Jan 20 05:16:31 UTC 2026","passed","Tue Jan 20 05:16:37 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1605","should show invalid phone number inline error","signup","Tue Jan 20 05:16:30 UTC 2026","passed","Tue Jan 20 05:16:31 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","177","consent","accept-consent","Tue Jan 20 05:16:31 UTC 2026","passed","Tue Jan 20 05:16:31 UTC 2026","","setup/acceptConsent.setup.ts","",""
"","1493","should show password above maximum length inline error","signup","Tue Jan 20 05:16:36 UTC 2026","passed","Tue Jan 20 05:16:38 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1637","should show invalid email address inline error","signup","Tue Jan 20 05:16:31 UTC 2026","passed","Tue Jan 20 05:16:33 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1","should show invalid email inline error when email does not have characters after @","signup","Tue Jan 20 05:16:37 UTC 2026","skipped","Tue Jan 20 05:16:37 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","3665","should show invalid email inline error when invalid email format is provided","signup","Tue Jan 20 05:16:37 UTC 2026","passed","Tue Jan 20 05:16:40 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1534","should not show password maximum chars length inline error","signup","Tue Jan 20 05:16:39 UTC 2026","passed","Tue Jan 20 05:16:41 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1489","should not show consent to a user that already accepted it","signup","Tue Jan 20 05:16:30 UTC 2026","passed","Tue Jan 20 05:16:31 UTC 2026","Consent Page - EN > Returning User","tests/consent.spec.ts","",""
"","5143","should redirect to login page when clicking the login link","signup","Tue Jan 20 05:16:37 UTC 2026","passed","Tue Jan 20 05:16:42 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","6721","should create account when valid inputs are provided","signup","Tue Jan 20 05:16:55 UTC 2026","passed","Tue Jan 20 05:17:02 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","1","should show inline error when phone number and country selection are different","signup","Tue Jan 20 05:16:30 UTC 2026","skipped","Tue Jan 20 05:16:30 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1392","should show password does not match requirements inline error","signup","Tue Jan 20 05:16:41 UTC 2026","passed","Tue Jan 20 05:16:42 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","1530","should have correct link for terms of service","signup","Tue Jan 20 05:16:42 UTC 2026","passed","Tue Jan 20 05:16:43 UTC 2026","Signup Page - EN > Links and Navigation - EN","tests/signup.spec.ts","",""
"","0","should show consent on first visit","signup","Tue Jan 20 05:16:29 UTC 2026","skipped","Tue Jan 20 05:16:29 UTC 2026","Consent Page - EN > First Visit","tests/consent.spec.ts","",""
"","1608","should show password mismatch inline error","signup","Tue Jan 20 05:16:33 UTC 2026","passed","Tue Jan 20 05:16:35 UTC 2026","Signup Page - EN > Form Validation - EN","tests/signup.spec.ts","",""
"","4408","should not login when password provided is incorrect for an existing user","signup","Tue Jan 20 05:16:53 UTC 2026","passed","Tue Jan 20 05:16:57 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
"","1","should not allow account creation for non-Canadian phone numbers","signup","Tue Jan 20 05:17:02 UTC 2026","skipped","Tue Jan 20 05:17:02 UTC 2026","Signup Page - EN > Account Creation - EN","tests/signup.spec.ts","",""
"","3783","should show inline errors when empty fields are submitted","signup","Tue Jan 20 05:16:40 UTC 2026","passed","Tue Jan 20 05:16:44 UTC 2026","Login Page - EN","tests/login.spec.ts","",""
